Category,Cutomer,Description,Nutrient Data Bank Number,Data.Carbohydrate,Data.Cholesterol,Data.Choline,Data.Fiber,Data.Lutein and Zeaxanthin,Data.Lycopene,Data.Protein,Data.Sugar Total,Data.Water,Data.Fat.Saturated Fat,Data.Fat.Total Lipid,Data.Major Minerals.Calcium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Magnesium,Data.Vitamins.Vitamin B12
Italian dressing,greeves@company.com,"Italian dressing, light",83205450,9.99,0,3.3,0,0,0,0.39,9.16,80.11,0.833,6.68,15,0.019,0.25,4,0
Russian dressing,gfleming@company.com,"Russian dressing, light",83206000,27.6,6,4.6,0.3,0,628,0.5,21.87,65,0.6,4,19,0.01,0.6,0,0.12
Sesame dressing,eburke@company.com,"Sesame dressing, light",83206500,9.99,0,3.3,0,0,0,0.39,9.16,80.11,0.833,6.68,15,0.019,0.25,4,0
Thousand Island dressing,kpatel@company.com,"Thousand Island dressing, light",83207000,24.06,11,16,1.2,100,3097,0.83,17.31,60.73,0.746,11.32,27,0,0.9,7,0
Korean dressing or marinade,lsharma@company.com,Korean dressing or marinade,83208500,12.8,0,8.2,0.5,6,0,3.18,10.18,46.23,4.26,31.34,17,0.03,0.78,31,0
Creamy dressing,kmullur@company.com,"Creamy dressing, light",83210100,7,0,16,0,78,5,1.5,5.65,74,2.115,14,6,0,0.13,2,0.07
Blue or roquefort cheese dressing,Karanmathur@company.com,"Blue or roquefort cheese dressing, fat free",83300100,25.6,2,16.4,1.8,0,0,1.52,7.44,68,0.45,1.01,51,0.015,0.12,15,0.26
Caesar dressing,amaro@company.com,"Caesar dressing, fat free",83300200,30.73,1,2.4,0.2,0,0,1.47,8.82,64.1,0.096,0.23,33,0.019,0.29,4,0.04
Creamy dressing,adunn@company.com,"Creamy dressing, fat free",83300300,20,0,16,0,4,0,1.4,5.35,74.7,0.494,2.7,36,0,0.25,5,0
French or Catalina dressing,rharris@company.com,"French or Catalina dressing, fat free",83300400,32.14,0,4,2.2,0,319,0.2,16.45,65.04,0.037,0.27,5,0.121,0.58,3,0
Honey mustard dressing,gneal@company.com,"Honey mustard dressing, fat free",83300500,38.43,1,5.5,1.2,15,0,1.07,17.75,56.17,0.349,1.47,24,0.04,0.36,13,0.02
Italian dressing,karnold@company.com,"Italian dressing, fat free",83300600,8.75,2,4,0.6,0,5,0.97,8.85,85.95,0.295,0.87,30,0.116,0.4,5,0.31
Mayonnaise,amaro@company.com,"Mayonnaise, fat free",83300700,15.8,0,9,2,27,0,0.2,6.8,81.8,0,0,6,0.019,0.1,2,0
Russian dressing,adunn@company.com,"Russian dressing, fat free",83300800,29.27,5,4.6,3.3,0,1587,0.55,16.83,66.14,0.198,1.45,11,0.178,0.28,4,0
Salad dressing,rharris@company.com,"Salad dressing, fat free, NFS",83300900,20,0,16,0,4,0,1.4,5.35,74.7,0.494,2.7,36,0,0.25,5,0
Thousand Island dressing,gneal@company.com,"Thousand Island dressing, fat free",83301000,29.27,5,4.6,3.3,0,1587,0.55,16.83,66.14,0.198,1.45,11,0.178,0.28,4,0
Bacon,karnold@company.com,"Bacon, for use with vegetables",89901000,1.7,99,89.5,0,0,0,33.92,0,23.65,11.964,35.09,11,0.105,0.95,31,1.09
Ham,tsalazaar@company.com,"Ham, for use with vegetables",89901002,1.57,53,74.2,0,0,0,17.99,1.57,72.58,1.424,4.39,9,0.091,0.82,19,0.4
Beef,bjoseph@company.com,"Beef, for use with vegetables",89901004,0,99,102.6,0,0,0,32.41,0,60.08,2.8,6.82,16,0.12,2.96,23,2.73
Chicken,ewelch@company.com,"Chicken, for use with vegetables",89901006,0,112,66.3,0,0,0,26.79,0,66.02,1.579,6.36,14,0.064,0.73,23,0.36
Cream sauce,greeves@company.com,"Cream sauce, for use with vegetables",89901010,10.22,45,6.4,0.1,0,0,1.16,1.16,71.59,9.177,14.38,29,0.014,0.09,4,0.06
Cheese sauce,gfleming@company.com,"Cheese sauce, for use with vegetables",89901020,9.62,20,3.2,0.1,0,0,4.69,0.07,76.09,3.841,6.8,145,0.018,0.08,6,0.2
Gravy,eburke@company.com,"Gravy, for use with vegetables",89901030,11.24,2,1.5,0.1,0,0,0.31,0.12,84.91,0.256,1.05,7,0.017,0.08,2,0
Soy based sauce,kpatel@company.com,"Soy based sauce, for use with vegetables",89901040,20.07,0,3.7,0.2,0,0,1.65,10.06,75,0.016,0.15,9,0.02,0.34,16,0
Tomato sauce,lsharma@company.com,"Tomato sauce, for use with vegetables",89901050,12.08,0,4,0.6,10,5558,0.48,11.4,78.48,0.837,6.15,8,0.05,0.4,6,0
Avocado,kmullur@company.com,"Avocado, for use on a sandwich",89902000,8.53,0,14.2,6.7,271,0,2,0.66,73.23,2.126,14.66,12,0.19,0.55,29,0
Cucumber,Karanmathur@company.com,"Cucumber, for use on a sandwich",89902010,3.63,0,6,0.5,23,0,0.65,1.67,95.23,0.037,0.11,16,0.041,0.28,13,0
Lettuce,amaro@company.com,"Lettuce, for use on a sandwich",89902020,2.92,0,10.2,1.2,1004,0,1.13,1.38,95.31,0.019,0.14,27,0.027,0.64,10,0
Mushrooms,adunn@company.com,"Mushrooms, for use on a sandwich",89902030,3.26,0,17.3,1,0,0,3.09,1.98,92.45,0.05,0.34,3,0.318,0.5,9,0.04
Onions,rharris@company.com,"Onions, for use on a sandwich",89902040,9.34,0,6.1,1.7,4,0,1.1,4.24,89.11,0.042,0.1,23,0.039,0.21,10,0
Pepper,gneal@company.com,"Pepper, for use on a sandwich",89902050,5.13,0,5.5,1.8,240,0,0.91,3.03,93.3,0.058,0.22,9,0.049,0.37,11,0
Spinach,karnold@company.com,"Spinach, for use on a sandwich",89902060,3.63,0,19.3,2.2,12198,0,2.86,0.42,91.4,0.063,0.39,99,0.13,2.71,79,0
Tomatoes,amaro@company.com,"Tomatoes, for use on a sandwich",89902070,3.89,0,6.7,1.2,123,2573,0.88,2.63,94.52,0.028,0.2,10,0.059,0.27,11,0
Bacon,adunn@company.com,"Bacon, for use on a sandwich",89902100,1.7,99,89.5,0,0,0,33.92,0,23.65,11.964,35.09,11,0.105,0.95,31,1.09
Sugar,rharris@company.com,"Sugar, NFS",91101000,99.6,0,0,0,0,0,0,99.8,0.02,0,0.32,1,0.007,0.05,0,0
Sugar,gneal@company.com,"Sugar, white, granulated or lump",91101010,99.6,0,0,0,0,0,0,99.8,0.02,0,0.32,1,0.007,0.05,0,0
Sugar,karnold@company.com,"Sugar, white, confectioner's, powdered",91101020,99.77,0,0,0,0,0,0,97.81,0.23,0,0,1,0.007,0.06,0,0
Sugar,tsalazaar@company.com,"Sugar, brown",91102010,98.09,0,2.3,0,0,0,0.12,97.02,1.34,0,0,83,0.047,0.71,9,0
Sugar,bjoseph@company.com,"Sugar, cinnamon",91104100,98.27,0,0.8,3.7,15,1,0.28,92.99,0.76,0.024,0.38,71,0.03,0.63,4,0
Sugar substitute and sugar blend,ewelch@company.com,Sugar substitute and sugar blend,91106010,99.35,0,0,0,0,0,0,99.22,0.28,0,0.31,1,0.007,0.05,0,0
Sugar substitute,greeves@company.com,"Sugar substitute, sucralose, powder",91107000,91.17,0,0,0,0,0,0,80.33,8.83,0,0,0,0,0,0,0
Sugar substitute,gfleming@company.com,"Sugar substitute, stevia, powder",91108000,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar substitute,eburke@company.com,"Sugar substitute, stevia, liquid",91108010,11.99,0,0,0.7,0,0,0.8,0.01,87,0,0,0,0,0,0,0
Sugar substitute,kpatel@company.com,"Sugar substitute, monk fruit, powder",91108020,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sugar substitute,lsharma@company.com,"Sugar substitute, powder, NFS",91200000,90.14,0,0,0,0,0,0.66,82.09,8.79,0,0,0,0,0.02,0,0
Sugar substitute,kmullur@company.com,"Sugar substitute, liquid, NFS",91200005,11.99,0,0,0.7,0,0,0.8,0.01,87,0,0,0,0,0,0,0
Sugar substitute,Karanmathur@company.com,"Sugar substitute, saccharin, powder",91200040,89.11,0,0,0,0,0,0.94,85.19,8.75,0,0,0,0,0.04,0,0
Sugar substitute,amaro@company.com,"Sugar substitute, saccharin, liquid",91200110,2.05,0,0,0,0,0,0.02,1.96,97.8,0,0,3,0.009,0,1,0
Sugar substitute,adunn@company.com,"Sugar substitute, aspartame, powder",91201010,89.08,0,0,0,0,0,2.17,80.7,8.75,0,0,0,0,0.04,0,0
Syrup,rharris@company.com,"Syrup, NFS",91300010,69.6,0,0,0,0,0,0,42,30.1,0.018,0.1,5,0.045,0.07,2,0
Pancake syrup,gneal@company.com,Pancake syrup,91300100,69.6,0,0,0,0,0,0,42,30.1,0.018,0.1,5,0.045,0.07,2,0
Corn syrup,karnold@company.com,Corn syrup,91301030,76.79,0,0,0,0,0,0,76.77,22.81,0,0.2,13,0,0,1,0
Blueberry syrup,amaro@company.com,Blueberry syrup,91301050,85.13,0,0.2,0.1,1,0,0,53,14.74,0,0,8,0.018,0.04,1,0
Chocolate syrup,adunn@company.com,Chocolate syrup,91301080,67.21,0,0.9,0,3,0,0,60,31.92,0,0,0,0.308,0,40,0
Chocolate syrup,rharris@company.com,"Chocolate syrup, light",91301081,34.56,0,0.8,0,3,0,1.4,28.57,62.16,0,0.97,11,0.276,0,36,0
Simple syrup,gneal@company.com,Simple syrup,91301100,45.58,0,0,0,0,0,0,45.68,54.19,0,0.15,2,0.009,0.02,1,0
Strawberry drink syrup,karnold@company.com,Strawberry drink syrup,91301130,65.1,0,0,0,0,0,0,65,34.82,0,0.02,0,0.007,0.03,1,0
Pancake syrup,tsalazaar@company.com,"Pancake syrup, light",91301510,44.55,0,0.1,0,0,0,0,32.8,54.9,0,0,10,0.018,0.03,2,0
Honey,bjoseph@company.com,Honey,91302010,82.4,0,2.2,0.2,0,0,0.3,82.12,17.1,0,0,6,0.036,0.42,2,0
Agave liquid sweetener,ewelch@company.com,Agave liquid sweetener,91302020,76.37,0,13.3,0.2,0,0,0.09,68.03,22.94,0,0.45,1,0.009,0.09,1,0
Molasses,greeves@company.com,Molasses,91303000,74.73,0,13.3,0,0,0,0,74.72,21.87,0.018,0.1,205,0.487,4.72,242,0
Topping,gfleming@company.com,"Topping, butterscotch or caramel",91304010,57.01,0,6.6,0,0,0,1.21,57,40.63,0,0,49,0,0,5,0.18
Topping,eburke@company.com,"Topping, chocolate",91304020,62.9,1,5.5,2.8,4,0,4.6,34.82,21.8,3.98,8.9,49,0.348,1.3,48,0.06
Topping,kpatel@company.com,"Topping, fruit",91304030,66.3,0,9.8,0.7,9,0,0.2,27.38,33,0.005,0.1,6,0.032,0.28,4,0
Topping,lsharma@company.com,"Topping, marshmallow",91304040,79,0,0.1,0.1,0,0,0.8,46.8,19.8,0.056,0.3,3,0.095,0.22,2,0
Topping,kmullur@company.com,"Topping, nuts and syrup",91304060,58.08,0,11.8,2.3,3,0,4.5,36.72,14.69,1.96,22,35,0.54,1.05,54,0
Topping,Karanmathur@company.com,"Topping, chocolate flavored hazelnut spread",91304090,62.36,0,17.6,5.4,10,0,5.41,54.05,1.07,28.423,29.73,108,0.469,4.38,64,0.27
Icing,amaro@company.com,"Icing, chocolate",91305010,63.2,0,6.9,0.9,0,0,1.1,57.7,17,5.526,17.6,8,0.2,1.42,21,0
Icing,adunn@company.com,"Icing, white",91305020,67.89,0,2.3,0,0,0,0,63.1,15.07,2.974,16.23,3,0,0.16,1,0
Caramel dip,rharris@company.com,"Caramel dip, regular",91306020,48.47,32,8.4,0,0,0,1.16,48.46,36.96,7.705,12.17,45,0,0,5,0.18
Caramel dip,gneal@company.com,"Caramel dip, light",91306025,57.01,0,6.6,0,0,0,1.21,57,40.63,0,0,49,0,0,5,0.18
Chocolate dip,karnold@company.com,Chocolate dip,91306030,65.31,19,5.5,2,3,0,3.33,45.46,16.79,7.1,13.13,37,0.248,0.93,34,0.06
Dessert dip,amaro@company.com,Dessert dip,91306040,22.88,44,25.1,0,3,0,6.16,22.18,54.74,9.032,15.44,82,0.016,0.07,8,0.36
Sweet and sour sauce,adunn@company.com,Sweet and sour sauce,91361010,38.22,0,2.4,0.1,0,0,0.27,18.75,60.27,0,0.02,10,0.079,0.21,8,0
Dessert sauce,rharris@company.com,Dessert sauce,91361040,19.53,21,1.8,0,0,0,0.09,17.1,72.02,4.847,7.84,5,0.012,0.02,1,0.02
Duck sauce,gneal@company.com,Duck sauce,91361050,60.66,0,1.7,0.6,1,0,0.36,30.54,37.44,0.051,0.13,11,0.037,0.39,5,0
Jelly,karnold@company.com,"Jelly, all flavors",91401000,69.95,0,10.3,1,22,0,0.15,51.22,29.77,0.005,0.02,7,0.011,0.19,6,0
Jam,tsalazaar@company.com,"Jam, preserve, all flavors",91402000,68.86,0,10.2,1.1,0,0,0.37,48.5,30.47,0.01,0.07,20,0.1,0.49,4,0
Fruit butter,bjoseph@company.com,"Fruit butter, all flavors",91403000,42.47,0,2.1,1.5,17,0,0.39,35.3,56.45,0.053,0.3,14,0.08,0.31,4,0
Marmalade,ewelch@company.com,"Marmalade, all flavors",91404000,66.3,0,3,0.7,58,0,0.3,60,33.2,0,0,38,0.09,0.15,2,0
Jelly,greeves@company.com,"Jelly, sugar free, all flavors",91405000,29.6,0,1,2.2,33,0,0.55,3.39,69.53,0,0,31,0.032,0.15,4,0
Jelly,gfleming@company.com,"Jelly, reduced sugar, all flavors",91405500,37.6,0,4.2,1.5,20,0,0,29.41,62,0.005,0.1,0,0.038,0,4,0
Jam,eburke@company.com,"Jam, preserve, marmalade, sugar free, all flavors",91406000,29.6,0,1,2.2,33,0,0.55,3.39,69.53,0,0,31,0.032,0.15,4,0
Jam,kpatel@company.com,"Jam, preserve, marmalade, sweetened with fruit juice concentrates, all flavors",91406500,52.93,0,2.5,0.9,12,0,0,42,46.84,0,0,11,0.031,0.34,5,0
Jam,lsharma@company.com,"Jam, preserve, marmalade, reduced sugar, all flavors",91406600,37.6,0,4.2,1.5,20,0,0,29.41,62,0.005,0.1,0,0.038,0,4,0
Guava paste,kmullur@company.com,Guava paste,91407100,72.56,0,1.2,1.1,0,1173,0.1,71.62,26.88,0.012,0.27,3,0.028,0.09,2,0
Sweet potato paste,Karanmathur@company.com,Sweet potato paste,91407120,75.04,0,3.2,0.8,0,0,0.41,71.58,24.05,0.009,0.27,9,0.033,0.25,6,0
Bean paste,amaro@company.com,"Bean paste, sweetened",91407150,49.98,0,21.9,5.3,0,0,6.22,33.92,42.21,0.052,0.47,21,0.176,2.13,32,0
Gelatin dessert,adunn@company.com,Gelatin dessert,91501010,14.19,0,0.5,0,0,0,1.22,13.49,84.39,0,0,3,0.024,0.02,1,0
Gelatin dessert with fruit,rharris@company.com,Gelatin dessert with fruit,91501020,13.34,0,1,0.2,11,0,1.1,12.59,85.35,0.001,0.01,3,0.031,0.05,2,0
Gelatin salad with vegetables,gneal@company.com,Gelatin salad with vegetables,91501100,14.02,0,4,0.7,96,0,1.47,11.93,84.22,0.005,0.02,6,0.033,0.14,4,0
Gelatin dessert,karnold@company.com,"Gelatin dessert, sugar free",91511010,4.22,0,0,0,0,0,0.83,0,94.74,0,0,3,0.007,0.01,1,0
Gelatin dessert,amaro@company.com,"Gelatin dessert, sugar free, with fruit",91511020,4.86,0,0.6,0.2,11,0,0.77,1.13,94.14,0.001,0.01,3,0.017,0.05,2,0
Yokan,adunn@company.com,Yokan,91520100,30.47,0,14.1,2,0,0,2.86,24.59,65.63,0.057,0.24,15,0.084,0.59,14,0
Coconut cream cake,rharris@company.com,"Coconut cream cake, Puerto Rican style",91550100,47.27,82,53.9,1.2,82,0,2.41,45.97,34.97,11.941,14.79,19,0.153,1.1,20,0.12
Haupia,gneal@company.com,Haupia,91560100,23.52,0,7.3,2,0,0,1.98,14.72,53.25,18.094,20.45,14,0.232,1.44,32,0
Italian Ice,karnold@company.com,Italian Ice,91601000,32.6,0,4,0,0,0,0.4,32.6,66.9,0,0,2,0.013,0.16,1,0
Italian Ice,tsalazaar@company.com,"Italian Ice, no sugar added",91601010,5.92,0,0,0,0,0,0,1.52,94.03,0,0,0,0,0.67,1,0
Popsicle,bjoseph@company.com,"Popsicle, NFS",91610900,19.23,0,0,0,0,0,0,13.66,80.49,0.013,0.24,0,0,0.54,1,0
Popsicle,ewelch@company.com,Popsicle,91611000,19.23,0,0,0,0,0,0,13.66,80.49,0.013,0.24,0,0,0.54,1,0
Popsicle,greeves@company.com,"Popsicle, no sugar added",91611100,5.92,0,0,0,0,0,0,1.52,94.03,0,0,0,0,0.67,1,0
Freezer pop,gfleming@company.com,Freezer pop,91612000,19.23,0,0,0,0,0,0,13.66,80.49,0.013,0.24,0,0,0.54,1,0
Snow cone,eburke@company.com,Snow cone,91621000,32.6,0,4,0,0,0,0.4,32.6,66.9,0,0,2,0.013,0.16,1,0
Snow cone,kpatel@company.com,"Snow cone, no sugar added",91621050,5.92,0,0,0,0,0,0,1.52,94.03,0,0,0,0,0.67,1,0
Candy,lsharma@company.com,"Candy, NFS",91700010,98,0,0,0,0,0,0,62.9,1.3,0,0.2,3,0.029,0.3,3,0
M&M's Almond Chocolate Candies,kmullur@company.com,M&M's Almond Chocolate Candies,91700500,60.5,8,37.7,5.6,0,0,7.53,49.22,2.52,9.435,27.76,155,0.552,1.73,116,0.22
Almonds,Karanmathur@company.com,"Almonds, chocolate covered",91701010,32.9,7,50.3,9.8,2,0,17.1,18.5,3.54,8.214,43.85,245,0.869,3.3,208,0.22
Almonds,amaro@company.com,"Almonds, sugar-coated",91701020,68.26,0,26,2.5,1,0,10,62.5,2.3,1.948,17.93,100,0.586,1.9,137,0
Almonds,adunn@company.com,"Almonds, yogurt-covered",91701030,44.86,1,37.1,5.6,0,0,12.75,36.26,3.04,14.968,37.32,234,0.468,1.75,131,0.36
Butterscotch morsels,rharris@company.com,Butterscotch morsels,91702010,67.1,0,10.9,0,0,0,2.2,67.1,0.75,24.1,29.05,34,0.003,0.08,5,0.1
Caramel,gneal@company.com,"Caramel, chocolate-flavored roll",91703010,87.73,2,18.7,0.1,1,0,1.59,56.32,6.69,0.967,3.31,36,0.13,0.8,22,0
Caramel,karnold@company.com,"Caramel, flavor other than chocolate",91703020,77,7,8,0,0,0,4.6,65.5,8.5,2.476,8.1,138,0.018,0.14,17,0.3
Caramel,amaro@company.com,"Caramel, with nuts",91703030,70.03,6,11.4,0.7,1,0,5.77,58.57,8.01,2.878,14.39,134,0.191,0.44,33,0.27
Caramel candy,adunn@company.com,"Caramel candy, chocolate covered",91703040,72.95,11,16.8,0.8,1,0,5.3,62.28,6.89,6.164,13.06,150,0.127,0.65,28,0.4
Caramel with nuts and cereal,rharris@company.com,"Caramel with nuts and cereal, chocolate covered",91703050,61.51,10,32.2,2.4,2,0,6.66,42.95,5.28,11.105,25.1,73,0.231,0.58,54,0.24
Caramel with nuts,gneal@company.com,"Caramel with nuts, chocolate covered",91703060,60.67,0,33.9,4.3,0,0,9.5,41.35,6.1,4.657,21,78,0.58,1.7,81,0
Rolo,karnold@company.com,Rolo,91703070,67.95,12,20.1,0.9,0,0,5.08,63.93,4.6,14.542,20.93,145,0,0.42,0,0.33
Caramel,tsalazaar@company.com,"Caramel, all flavors, sugar free",91703080,72.93,1,31.7,0.5,0,0,1.95,18.63,9.71,2.001,14.08,112,0.081,0.42,32,0.33
Toblerone,bjoseph@company.com,"Toblerone, milk chocolate with honey and almond nougat",91703150,61.21,14,60.5,2.5,4,0,5.71,55.74,3.28,17.143,28.57,126,0.34,1.6,47,0.47
TWIX Caramel Cookie Bars,ewelch@company.com,TWIX Caramel Cookie Bars,91703200,64.8,7,20.9,1.1,5,0,4.91,48.25,4.23,18.96,24.85,106,0.197,0.81,27,0.33
TWIX Chocolate Fudge Cookie Bars,greeves@company.com,TWIX Chocolate Fudge Cookie Bars,91703250,56,6,20.9,3,4,0,7.3,53,2.2,4.962,33.3,130,0.293,1.31,46,0.33
TWIX Peanut Butter Cookie Bars,gfleming@company.com,TWIX Peanut Butter Cookie Bars,91703300,54.14,6,29.4,3.1,31,0,9.18,36.13,1.82,15.758,32.67,75,0.29,1.32,61,0.26
Whatchamacallit,eburke@company.com,Whatchamacallit,91703400,63.23,12,25,1.9,0,0,8.04,48.86,3.04,17.04,23.68,118,0.12,1.13,28,0.37
Nuts,kpatel@company.com,"Nuts, carob-coated",91703500,37.56,0,35.6,7.2,0,0,15.81,19.32,3.5,17.029,40.47,242,0.635,2.72,128,0.14
Espresso coffee beans,lsharma@company.com,"Espresso coffee beans, chocolate-covered",91703600,55.25,20,40.5,5.7,5,0,7.41,50.75,2.42,18.138,33.18,169,0.492,2.29,64,0.65
Milk chocolate candy,kmullur@company.com,"Milk chocolate candy, plain",91705010,59.4,23,46.1,3.4,6,0,7.65,51.5,1.5,18.509,29.66,189,0.491,2.35,63,0.75
Milk chocolate candy,Karanmathur@company.com,"Milk chocolate candy, with cereal",91705020,59.67,23,45.8,3.3,6,0,7.64,51.06,1.52,15.89,29.37,187,0.488,2.65,62,0.8
Kit Kat,amaro@company.com,Kit Kat,91705030,64.59,11,31,1,23,0,6.51,48.68,1.63,17.953,25.99,125,0.22,1,37,0.56
Chocolate,adunn@company.com,"Chocolate, milk, with nuts, not almond or peanuts",91705040,52.5,19,46.6,4.1,13,0,8.64,43.03,1.86,16.365,35.06,169,0.711,2.72,84,0.62
Milk chocolate candy,rharris@company.com,"Milk chocolate candy, with fruit and nuts",91705050,59.98,8,36.8,4.3,4,0,7.58,51.48,6.45,13.211,24.38,125,0.428,1.59,69,0.48
Milk chocolate candy,gneal@company.com,"Milk chocolate candy, with almonds",91705060,53.4,19,46.8,6.2,6,0,9,43.9,1.5,17.701,34.4,224,0.422,1.63,90,0.67
Chocolate,karnold@company.com,"Chocolate, milk, with peanuts",91705070,54.34,10,47.4,3.8,5,0,10.22,47.22,0.45,14.13,33.21,110,0.17,1.39,47,0.33
Chocolate candy with fondant and caramel,amaro@company.com,Chocolate candy with fondant and caramel,91705090,69.3,16,30.6,2.2,4,0,5.54,61.69,3.63,12.192,20.12,141,0.317,1.53,43,0.52
Chocolate,adunn@company.com,"Chocolate, semi-sweet morsel",91705200,63.9,0,22,5.9,18,0,4.2,54.5,0.7,17.75,30,32,0.7,3.13,115,0
Chocolate,rharris@company.com,"Chocolate, sweet or dark",91705300,60.18,4,28.8,6.4,24,0,4.5,48.81,0.75,19.536,33.2,40,0.825,5.44,132,0.12
Chocolate,gneal@company.com,"Chocolate, sweet or dark, with almonds",91705310,56.48,6,29.8,7.7,28,0,6.55,42.34,1.31,17.612,33.81,76,1.072,7.73,163,0.21
Chocolate,karnold@company.com,"Chocolate, white",91705400,59.24,21,29.5,0.2,0,0,5.87,59,1.3,19.412,32.09,199,0.06,0.24,12,0.56
Chocolate,tsalazaar@company.com,"Chocolate, white, with almonds",91705410,53.59,18,32.9,2,0,0,8.16,50.8,1.77,17.07,34.77,210,0.206,0.76,51,0.48
Chocolate,bjoseph@company.com,"Chocolate, white, with cereal",91705420,59.67,23,45.8,3.3,6,0,7.64,51.06,1.52,15.89,29.37,187,0.488,2.65,62,0.8
Kit Kat White,ewelch@company.com,Kit Kat White,91705430,64.59,11,31,1,23,0,6.51,48.68,1.63,17.953,25.99,125,0.22,1,37,0.56
Mexican chocolate,greeves@company.com,"Mexican chocolate, tablet",91705500,77.41,0,45.6,4,7,0,3.64,69.4,1.59,8.606,15.59,34,0.67,2.18,95,0
Coconut candy,gfleming@company.com,"Coconut candy, chocolate covered",91706000,58.88,2,11.8,3.7,5,0,4.6,46.19,9.05,20.58,26.6,21,0.4,2.09,55,0
Coconut candy,eburke@company.com,"Coconut candy, no chocolate covering",91706100,55.87,0,10,6.4,0,0,2.13,36.16,13.26,25.54,27.65,43,0.36,0.77,27,0
Coconut candy,kpatel@company.com,"Coconut candy, Puerto Rican style",91706400,74.38,0,4.9,1.3,0,0,1.31,73.27,9.99,12.092,13.86,10,0.157,0.97,21,0
Fondant,lsharma@company.com,Fondant,91707000,93.18,0,0,0,0,0,0,88.9,6.74,0,0.02,3,0.003,0.01,0,0
Fondant,kmullur@company.com,"Fondant, chocolate covered",91707010,80.4,0,2.8,2.1,4,0,2.2,71.42,7.7,5.46,9.3,17,0.43,1.56,63,0
Fruit peel,Karanmathur@company.com,"Fruit peel, candied",91708000,82.74,0,2.2,1.6,11,0,0.34,80.68,16.7,0.01,0.07,18,0.029,0.17,4,0
Date candy,amaro@company.com,Date candy,91708010,58.1,0,17.7,7.1,23,0,4.23,46.5,18.19,1.583,18.04,79,0.462,1.71,61,0
Soft fruit confections,adunn@company.com,Soft fruit confections,91708020,73.81,0,5.5,2.4,3,0,2.31,45.95,13.88,0.898,9.52,17,0.303,0.93,25,0
Fruit leather and fruit snacks candy,rharris@company.com,Fruit leather and fruit snacks candy,91708030,84.31,0,13,0,46,0,0.55,53.37,11.25,0.661,2.84,25,0.171,0.88,17,0
Fun Fruits Creme Supremes,gneal@company.com,Fun Fruits Creme Supremes,91708040,69.33,13,23.3,0.1,16,0,3.68,55.26,4.68,12.291,21.04,136,0.102,0.53,15,0.35
Tamarind candy,karnold@company.com,Tamarind candy,91708070,91.96,0,4.2,2.5,0,0,0,78.57,2.52,0,0,0,0.048,0,45,0
Fruit snacks candy,amaro@company.com,"Fruit snacks candy, with high vitamin C",91708100,87.97,0,0.3,0,3,0,0.08,68.18,11.84,0,0,0,0.015,0,1,0
Yogurt covered fruit snacks candy,adunn@company.com,"Yogurt covered fruit snacks candy, with added vitamin C",91708150,86.9,3,57.8,0.2,2,0,0,65,3.73,1.389,7.5,500,0.021,0.19,23,0.76
Yogurt covered fruit snacks candy rolls,rharris@company.com,"Yogurt covered fruit snacks candy rolls, with high vitamin C",91708160,74.64,0,7.5,3.3,62,0,0.46,39.15,17.59,5.096,6.53,430,0.114,0.56,9,0
Gumdrops,gneal@company.com,"Gumdrops, chocolate covered",91709000,87.84,6,12.9,1,2,0,2.14,56.88,1.14,5.183,8.3,55,0.146,0.95,18,0.21
Fudge,karnold@company.com,"Fudge, chocolate, chocolate-coated",91713010,71.51,17,20.8,2.2,5,0,3.97,66.63,7.32,10.066,16.18,91,0.378,1.94,44,0.29
Fudge,tsalazaar@company.com,"Fudge, chocolate, chocolate-coated, with nuts",91713020,65.53,15,24,2.8,5,0,5.36,59.81,5.81,10.095,22.15,97,0.516,2.08,57,0.27
Fudge,bjoseph@company.com,"Fudge, chocolate",91713030,76.7,14,10,1.7,4,0,2.39,73.12,9.81,6.448,10.41,49,0.329,1.77,36,0.09
Fudge,ewelch@company.com,"Fudge, chocolate, with nuts",91713040,68.15,12,14.6,2.5,5,0,4.38,63.37,7.66,6.489,18.93,57,0.526,1.97,55,0.07
Fudge,greeves@company.com,"Fudge, peanut butter",91713050,67.3,11,19.6,1.2,0,0,6.37,62.58,8.45,5.049,16.78,41,0.107,0.44,44,0.06
Fudge,gfleming@company.com,"Fudge, peanut butter, with nuts",91713060,61.63,10,23.2,1.9,1,0,7.84,55.99,6.3,5.384,22.97,47,0.269,0.74,60,0.05
Fudge,eburke@company.com,"Fudge, vanilla",91713070,82.15,15,5.3,0,0,0,1.05,79.77,10.85,3.382,5.45,38,0.004,0.02,3,0.08
Fudge,kpatel@company.com,"Fudge, vanilla, with nuts",91713080,74.61,13,10,0.9,1,0,3,71,7.99,3.828,13.69,47,0.219,0.41,24,0.07
Fudge,lsharma@company.com,"Fudge, divinity",91713090,82.92,0,4.3,0.9,1,0,4.26,81.93,4.26,0.454,8.01,13,0.184,0.45,28,0.01
Fudge,kmullur@company.com,"Fudge, brown sugar, penuche",91713100,77.74,1,10,1.1,2,0,2.1,75.85,8.46,1.11,10.24,106,0.177,0.84,24,0.08
